Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
38812885,The Wicked + The Divine Deluxe Edition: Year Three,Kieron Gillen,"Gillen, Kieron","Jamie McKelvie, Matt Wilson","=""1534308571""","=""9781534308572""",0,4.17,Image Comics,Hardcover,400,2018,,,2021/08/15,"currently-reading, paused","currently-reading (#3), paused (#3)",currently-reading,,,,1,0
26802086,Classic Horror Stories,Edgar Allan Poe,"Poe, Edgar Allan","J. Sheridan Le Fanu, Ambrose Bierce, Henry James, Bram Stoker, Guy de Maupassant, Robert Louis Stevenson, Mary E. Wilkins Freeman, F. Marion Crawford, E. Nesbit, Arthur Conan Doyle, Edith Wharton, M.R. James, Arthur Machen, W.W. Jacobs, Robert W. Chambers, E.F. Benson, Algernon Blackwood, Oliver Onions, William Hope Hodgson, Henry S. Whitehead, W.F. Harvey, H.P. Lovecraft","=""1435146204""","=""9781435146204""",0,4.20,Barnes & Noble,Leather Bound,788,2015,,,2020/09/28,"currently-reading, paused","currently-reading (#1), paused (#2)",currently-reading,,,,1,0
43106808,The Boys Omnibus Vol. 3,Garth Ennis,"Ennis, Garth","Darick Robertson, John McCrea","=""1524110035""","=""9781524110031""",0,4.09,Dynamite Entertainment,Paperback,344,2019,2010,,2021/08/15,"currently-reading, paused","currently-reading (#2), paused (#1)",currently-reading,,,,1,0
161332,Database System Concepts,Abraham Silberschatz,"Silberschatz, Abraham","Henry Korth, S. Sudarshan","=""0072958863""","=""9780072958867""",0,3.77,McGraw-Hill Science/Engineering/Math,Hardcover,1142,2005,1987,,2023/11/16,,,read,,,,1,0
20515125,Our Sexuality,Robert L. Crooks,"Crooks, Robert L.",Karla Baur,"=""""","=""""",0,3.84,Cengage Learning,Kindle Edition,704,2013,1980,,2023/11/16,,,read,,,,1,0
11732660,Hacking: The Art of Exploitation,Jon Erickson,"Erickson, Jon",,"=""""","=""""",0,4.16,,Paperback,854,,2003,,2023/11/16,to-read,to-read (#95),to-read,,,,0,0
9175433,"Voices of the American Past, Volume II",Raymond M. Hyser,"Hyser, Raymond M.",J. Chris Arndt,"=""1111341265""","=""9781111341268""",0,4.38,Cengage Learning,Paperback,352,2011,2011,,2023/11/16,,,read,,,,1,0
19391340,"Operating System Design: The Xinu Approach, Linksys Version",Douglas E. Comer,"Comer, Douglas E.",,"=""1439881111""","=""9781439881118""",0,4.50,Chapman and Hall/CRC,Kindle Edition,629,2011,1984,,2023/11/16,,,read,,,,1,0
18173387,"A People and a Nation: A History of the United States, Volume II: Since 1865",Mary Beth Norton,"Norton, Mary Beth","Jane Kamensky, Carol Sheriff, David W. Blight, Howard Chudacoff","=""1285425898""","=""9781285425894""",0,3.59,Cengage Learning,Unbound,624,2014,1999,,2023/11/16,,,read,,,,1,0
26260526,Operating System Forensics,Ric Messier,"Messier, Ric",,"=""0128019492""","=""9780128019498""",0,3.75,Syngress,Paperback,386,2015,2015,,2023/11/16,,,read,,,,1,0
20911147,Python Forensics: A Workbench for Inventing and Sharing Digital Forensic Technology,Chet Hosmer,"Hosmer, Chet",,"=""0124186769""","=""9780124186767""",0,4.42,Syngress,Paperback,352,2014,2014,,2023/11/16,,,read,,,,1,0
23719792,Black Hat Python: Python Programming for Hackers and Pentesters,Justin Seitz,"Seitz, Justin",,"=""1593276559""","=""9781593276553""",0,4.06,No Starch Press,Kindle Edition,302,2014,2014,,2023/11/16,to-read,to-read (#94),to-read,,,,0,0
22248996,Conditional Design: An introduction to elemental architecture,Anthony di Mari,"Mari, Anthony di",,"=""9063693656""","=""9789063693657""",0,4.15,Laurence King Publishing,Paperback,60,2014,2014,,2023/11/16,to-read,to-read (#93),to-read,,,,0,0
13592090,Operative Design: A Catalog of Spatial Verbs,Anthony di Mari,"Mari, Anthony di",,"=""9063692897""","=""9789063692896""",0,4.15,Laurence King Publishing,Paperback,144,2013,2012,,2023/11/16,to-read,to-read (#92),to-read,,,,0,0
2327833,Siteless: 1001 Building Forms,François Blanciak,"Blanciak, François",,"=""0262026309""","=""9780262026307""",0,4.05,The MIT Press,Paperback,128,2008,2008,,2023/11/16,to-read,to-read (#91),to-read,,,,0,0
27071907,LM Guide to Computer Forensics & Investigations - Lab Manual,Bill Nelson,"Nelson, Bill","Amelia Phillips, Christopher Steuart","=""1285079086""","=""9781285079080""",0,0.0,Cengage Learning,Paperback,224,2015,2015,,2023/11/16,,,read,,,,1,0
33941100,Blue Team Field Manual (BTFM) (RTFM),Alan J. White,"White, Alan J.",Ben Clark,"=""154101636X""","=""9781541016361""",0,4.17,CreateSpace Independent Publishing Platform,Paperback,134,2017,,,2023/11/16,to-read,to-read (#90),to-read,,,,0,0
36305177,Hash Crack: Password Cracking Manual (v2.0),Joshua Picolet,"Picolet, Joshua",,"=""""","=""""",0,4.19,,Kindle Edition,104,2017,,,2023/11/16,to-read,to-read (#89),to-read,,,,0,0
35090684,Serious Cryptography: A Practical Introduction to Modern Encryption,Jean-Philippe Aumasson,"Aumasson, Jean-Philippe",,"=""1593278268""","=""9781593278267""",0,4.30,No Starch Press,Paperback,282,2017,,,2023/11/16,to-read,to-read (#87),to-read,,,,0,0
21419959,Red Team Field Manual,Ben Clark,"Clark, Ben",,"=""1494295504""","=""9781494295509""",0,4.22,CreateSpace Independent Publishing Platform,Paperback,96,2014,2014,,2023/11/16,to-read,to-read (#88),to-read,,,,0,0
35155175,Learn Python in One Day and Learn It Well: Python for Beginners with Hands-on Project,Jamie Chan,"Chan, Jamie",,"=""""","=""""",0,4.00,Learn Coding Fast,Kindle Edition,175,2017,2014,,2023/11/16,,,read,,,,1,0
19525138,"The Art of Memory Forensics: Detecting Malware and Threats in Windows, Linux, and Mac Memory",Michael Hale Ligh,"Ligh, Michael Hale","Andrew Case, Jamie Levy, Aaron Walters","=""1118825098""","=""9781118825099""",0,4.35,Wiley,Paperback,912,2014,2014,,2023/11/16,,,read,,,,1,0
48579876,Kettlebell Simple & Sinister,Pavel Tsatsouline,"Tsatsouline, Pavel",,"=""0989892433""","=""9780989892438""",0,4.36,StrongFirst,Paperback,120,2019,2013,,2023/11/16,,,read,,,,1,0
13328860,"Lord of Souls (The Elder Scrolls, #2)",Greg Keyes,"Keyes, Greg",,"=""""","=""""",0,3.74,Del Rey,Kindle Edition,337,2011,,,2023/11/16,to-read,to-read (#86),to-read,,,,0,0
18868800,"Hercule Poirot's Christmas (Hercule Poirot, #20)",Agatha Christie,"Christie, Agatha",,"=""""","=""""",0,3.98,William Morrow Paperbacks,Kindle Edition,336,2003,1938,,2023/11/16,to-read,to-read (#85),to-read,,,,0,0
55587945,You'll Never Believe What Happened to Lacey: Crazy Stories about Racism,Amber Ruffin,"Ruffin, Amber",Lacey Lamar,"=""1538719347""","=""9781538719343""",0,4.43,Grand Central Publishing,Kindle Edition,241,2021,2021,,2023/11/16,to-read,to-read (#84),to-read,,,,0,0
26248204,Secret Garden: An Inky Treasure Hunt and Colouring Book,Johanna Basford,"Basford, Johanna",,"=""1780671067""","=""9781780671062""",0,4.43,Laurence King Publishing,Paperback,96,2013,2013,,2023/11/16,to-read,to-read (#83),to-read,,,,0,0
55514021,"Awaken Your Inner Goddess: Practical Tools for Self-Care, Emotional Healing, and Self-Realization",Dara Goldberg,"Goldberg, Dara",,"=""1647391148""","=""9781647391140""",0,3.96,Rockridge Press,Paperback,192,2020,,,2023/11/16,to-read,to-read (#82),to-read,,,,0,0
57663076,"Read This to Get Smarter: About Race, Class, Gender, Disability, and More",Blair Imani,"Imani, Blair",,"=""1984860542""","=""9781984860545""",0,4.31,Ten Speed Press,Paperback,192,2021,,,2023/11/16,to-read,to-read (#81),to-read,,,,0,0
48739425,Making Our Way Home: The Great Migration and the Black American Dream,Blair Imani,"Imani, Blair",Patrisse Cullors,"=""1984856928""","=""9781984856920""",0,4.26,Ten Speed Press,Hardcover,192,2020,2020,,2023/11/16,to-read,to-read (#80),to-read,,,,0,0
37969738,Modern HERstory: Stories of Women and Nonbinary People Rewriting History,Blair Imani,"Imani, Blair","Tegan and Sara, Monique Le","=""0399582231""","=""9780399582233""",0,4.25,Ten Speed Press,Hardcover,208,2018,2018,,2023/11/16,to-read,to-read (#79),to-read,,,,0,0
32733467,"Before I Do: A Legal Guide to Marriage, Gay and Otherwise",Elizabeth F. Schwartz,"Schwartz, Elizabeth F.",James Obergefell,"=""""","=""""",0,4.28,The New Press,Kindle Edition,235,2012,,,2023/11/16,,,read,,,,1,0
19225220,Mastering Windows Network Forensics and Investigation,Steve Anson,"Anson, Steve","Steve Bunting, Scott Pearson, Ryan Johnson","=""""","=""""",0,4.29,Sybex,Kindle Edition,662,2012,2012,2020/09/28,2018/09/21,,,read,,,,1,0
9080569,"Linear Circuits: Time Domain, Phasor, and Laplace Transform Approaches",Raymond A. DeCarlo,"DeCarlo, Raymond A.",Pen-Min Lin,"=""0757564992""","=""9780757564994""",1,3.52,Kendall Hunt Publishing,Paperback,1140,2009,1995,,2012/12/25,,,read,,,,1,0
15726434,"Linear Circuits: Time Domain, Phasor, and Laplace Transform Approaches",Raymond A. DeCarlo,"DeCarlo, Raymond A.",,"=""""","=""9870757564994""",1,3.52,Kendall Hunt Publishing,Paperback,1140,2012,1995,,2012/12/25,,,read,,,,1,0
35106485,"Windows Internals, Part 1: System Architecture, Processes, Threads, Memory Management, and More",Yosifovich Pavel,"Pavel, Yosifovich","Alex Ionescu, David A. Solomon","=""0133986462""","=""""",0,4.54,Microsoft Press,Kindle Edition,800,2017,,2021/08/15,2020/09/28,,,read,,,,1,0
6488043,The Infernal City (The Elder Scrolls #1),Greg Keyes,"Keyes, Greg",J. Gregory Keyes,"=""0345508017""","=""9780345508010""",0,3.49,Del Rey,Paperback,304,2009,2009,2021/08/15,2020/09/28,,,read,,,,1,0
42785689,The Boys Omnibus Vol. 2,Garth Ennis,"Ennis, Garth",Darick Robertson,"=""1524109703""","=""9781524109707""",0,4.11,Dynamite Entertainment,Paperback,376,2019,2009,,2021/08/15,,,read,,,,1,0
45168235,The Boys Omnibus Vol. 1,Garth Ennis,"Ennis, Garth",Darick Robertson,"=""""","=""""",0,3.97,Dynamite Entertainment,Kindle Edition,354,2019,2006,,2021/08/15,,,read,,,,1,0
38748572,Abbott,Saladin Ahmed,"Ahmed, Saladin","Sami Kivelä, Jason Wordie","=""1684152453""","=""9781684152452""",0,4.03,BOOM! Studios,Paperback,128,2018,2018,,2021/08/15,,,read,,,,1,0
57990045,Abbott: 1973 #5,Saladin Ahmed,"Ahmed, Saladin","Sami Kivelä, Taj Tenfold","=""1646684680""","=""9781646684687""",0,4.20,BOOM! Studios,Kindle Edition,24,2021,2021,,2021/08/15,,,read,,,,1,0
57886972,Abbott: 1973 #4,Saladin Ahmed,"Ahmed, Saladin","Taj Tenfold, Sami Kivela","=""164668432X""","=""9781646684328""",0,4.39,BOOM! Studios,Kindle Edition,25,2021,2021,,2021/08/15,,,read,,,,1,0
57439642,Abbott: 1973 #3,Saladin Ahmed,"Ahmed, Saladin","Taj Tenfold, Sami Kivela","=""""","=""""",0,4.18,BOOM! Studios,Kindle Edition,24,2021,2021,,2021/08/15,,,read,,,,1,0
57106662,Abbott 1973 #2,Saladin Ahmed,"Ahmed, Saladin","Taj Tenfold, Mattia Iacono, Sami Kivela","=""1646683927""","=""9781646683925""",0,4.19,BOOM! Studios,Kindle Edition,26,2021,2021,,2021/08/15,,,read,,,,1,0
56756348,Abbott: 1973 #1,Saladin Ahmed,"Ahmed, Saladin",,"=""1646683757""","=""9781646683758""",0,4.05,BOOM! Studios,Kindle Edition,34,2021,2021,,2021/08/15,,,read,,,,1,0
34840092,Bingo Love,Tee Franklin,"Franklin, Tee","Jenn St-Onge, Joy San, Cardinal Rae","=""""","=""""",0,3.93,Inclusive Press,ebook,92,2017,2018,,2021/08/15,,,read,,,,1,0
40652630,Bingo Love Volume 1: Jackpot Edition,Tee Franklin,"Franklin, Tee","Marguerite Bennett, Gail Simone, Alyssa Cole, Jenn St. Onge, Shawn Pryor, Sara Alfageeh, Paulina Ganucheau, Beverly Johnson, Katie Cook, Gabby Rivera, Ariela Kristantina, Amanda Deibert, Rori!, Shae Beagle, Margaux Saltel, Angael Davis, Joy San, Cardinal Rae, Genevieve FT, Carla Speed McNeil, Janice Chiang, Alex Robinson, Vivian Ng, Caitlin Quirk, Taylor Esposito, Megan Hutchinson, Cat Staggs, Christopher The Wolffe","=""1534309837""","=""9781534309838""",0,4.15,Image Comics,Hardcover,160,2018,2018,,2021/08/15,,,read,,,,1,0
34057432,The Wicked + The Divine Deluxe Edition: Year Two,Kieron Gillen,"Gillen, Kieron","Jamie McKelvie, Brandon Graham, Kate Brown, Leila del Duca, Mat Lopes, Stephanie Hans, Tula Lotay","=""1534302204""","=""9781534302204""",0,4.18,Image Comics,Hardcover,400,2017,2017,,2021/08/15,,,read,,,,1,0
28533221,The Wicked + The Divine Deluxe Edition: Year One,Kieron Gillen,"Gillen, Kieron","Jamie McKelvie, Clayton Cowles, Brandon Graham, Matt  Wilson, Kate  Brown, Leila del Duca, Mat Lopes, Stephanie Hans, Tula Lotay","=""1632157284""","=""9781632157287""",0,4.13,Image Comics,Hardcover,400,2016,2016,,2021/08/15,,,read,,,,1,0
58276960,Something is Killing the Children #17,James Tynion IV,"IV, James Tynion","Werther Dell'Edera, Miquel Muerto, AndWorld Design","=""""","=""""",0,4.38,BOOM! Studios,Kindle Edition,27,2021,2021,,2021/08/15,,,read,,,,1,0
58160641,Something is Killing the Children #16,James Tynion IV,"IV, James Tynion","Werther Dell'Edera, Miquel Muerto, AndWorld Design","=""1646684710""","=""9781646684717""",0,4.32,BOOM! Studios,Kindle Edition,25,2021,2021,,2021/08/15,,,read,,,,1,0
55711279,"Something is Killing the Children, Vol. 3",James Tynion IV,"IV, James Tynion",Werther Dell’Edera,"=""1684157072""","=""9781684157075""",0,4.28,BOOM! Studios,Paperback,144,2021,2021,,2021/08/15,,,read,,,,1,0
51323358,"Something is Killing the Children, Vol. 2",James Tynion IV,"IV, James Tynion",Werther Dell’Edera,"=""1684156491""","=""9781684156498""",0,4.25,BOOM! Studios,Paperback,144,2020,2020,,2021/08/15,,,read,,,,1,0
52757827,"Something is Killing the Children, Vol. 1",James Tynion IV,"IV, James Tynion","Werther Dell'Edera, Miquel Muerto, AndWorld Design","=""1684155584""","=""9781684155583""",0,4.14,BOOM! Studios,Paperback,128,2020,2020,,2021/08/15,,,read,,,,1,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",0,4.44,Bantam,Mass Market Paperback,835,2005,1996,,2014/01/11,to-read,to-read (#78),to-read,,,,0,0
20821263,"Shifting Shadows (Mercy Thompson #0.1, #0.5, #0.7, #0.9, #1.2, #1.8, #4.5, #5.5, #7.4, #8.5)",Patricia Briggs,"Briggs, Patricia",,"=""0425265005""","=""9780425265000""",0,4.40,Ace,Hardcover,450,2014,2014,,2016/05/01,to-read,to-read (#77),to-read,,,,0,0
18154,The Cuckoo's Egg: Tracking a Spy Through the Maze of Computer Espionage,Clifford Stoll,"Stoll, Clifford",,"=""1416507787""","=""9781416507789""",0,4.28,Pocket Books,Paperback,399,2005,1989,,2016/05/01,to-read,to-read (#76),to-read,,,,0,0
18889867,The Practice of Network Security Monitoring: Understanding Incident Detection and Response,Richard Bejtlich,"Bejtlich, Richard",,"=""159327534X""","=""9781593275341""",0,4.09,No Starch Press,Kindle Edition,595,2013,2013,2020/09/28,2018/08/06,,,read,,,,1,0
35799855,Network Forensics,Ric Messier,"Messier, Ric",,"=""""","=""""",0,0.0,Wiley,Kindle Edition,322,2017,,2020/09/28,2018/09/12,,,read,,,,1,0
23265431,"Python Programming for Beginners: An Introduction to the Python Computer Language and Computer Programming (Python, Python 3, Python Tutorial)",Jason Cannon,"Cannon, Jason",,"=""""","=""""",0,3.92,,Kindle Edition,164,2014,2014,2020/09/28,2018/10/18,,,read,,,,1,0
30335287,Learning Python for Forensics,Preston Miller,"Miller, Preston",Chapin Bryce,"=""""","=""""",0,5.00,Packt Publishing,Kindle Edition,490,2016,,2020/09/28,2019/02/11,,,read,,,,1,0
29577505,The Creepypasta Collection: Modern Urban Legends You Can't Unread,Mr. Creepy Pasta,"Pasta, Mr. Creepy","T.W. Grim, Vincent V. Cava, Aaron Shotwell, Isaac Boissonneau, Sarah Cairns, Barnabas Deimos, Max Lobdell, Rona Vaselaar, Michael Marks, Michael Whitehouse, WellHey Productions, Goldc01n","=""1440597901""","=""9781440597909""",0,3.80,Adams Media,Paperback,304,2016,2016,,2020/08/02,to-read,to-read (#75),to-read,,,,0,0
2036419,Stardust:  Le mystère de l'étoile - Une histoire d'amour au royame de Faerie,Neil Gaiman,"Gaiman, Neil",Charles Vess,"=""2809401683""","=""9782809401684""",0,4.10,"Panini Comics, DL",,,2007,1999,,2011/08/13,to-read,to-read (#29),to-read,,,,0,0
25776210,"Fire Touched (Mercy Thompson, #9)",Patricia Briggs,"Briggs, Patricia",,"=""0425256766""","=""9780425256763""",0,4.38,Ace,Hardcover,342,2016,2016,,2016/05/01,to-read,to-read (#74),to-read,,,,0,0
17562900,"Night Broken (Mercy Thompson, #8)",Patricia Briggs,"Briggs, Patricia",,"=""042525674X""","=""9780425256749""",5,4.42,Ace Hardcover,Hardcover,341,2014,2014,,2014/08/08,,,read,,,,1,0
11035657,"Frost Burned (Mercy Thompson, #7)",Patricia Briggs,"Briggs, Patricia",,"=""1841497983""","=""9781841497983""",0,4.36,Orbit,Paperback,342,2013,2013,,2011/08/05,,,read,,,,1,0
125870,Billy Budd and Other Stories,Herman Melville,"Melville, Herman",Frederick Busch,"=""0140390537""","=""9780140390537""",4,3.58,Penguin Books,Paperback,416,1986,1853,,2014/01/05,,,read,,,,1,0
89723,The Lottery and Other Stories,Shirley Jackson,"Jackson, Shirley",A.M. Homes,"=""0374529531""","=""9780374529536""",5,4.04,"Farrar, Straus and Giroux",Paperback,302,2005,1949,,2014/01/05,,,read,,,,1,0
6219656,The Lottery,Shirley Jackson,"Jackson, Shirley",,"=""1563127873""","=""9781563127878""",0,4.08,Perfection Learning,Paperback,30,1990,1948,,2014/01/05,,,read,,,,1,0
849790,Where the Rivers Flow North (Hardscrabble Books),Howard Frank Mosher,"Mosher, Howard Frank",,"=""1584653639""","=""9781584653639""",4,4.06,University Press of New England,Paperback,216,2004,1978,,2014/01/03,,,read,,,,1,0
37415,Their Eyes Were Watching God,Zora Neale Hurston,"Hurston, Zora Neale",,"=""0061120065""","=""9780061120060""",5,3.98,Amistad,Paperback,238,2006,1937,,2014/01/03,,,read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",0,4.13,Anchor Books,Paperback,314,1998,1985,,2014/01/03,to-read,to-read (#73),to-read,,,,0,0
84981,Tuck Everlasting,Natalie Babbitt,"Babbitt, Natalie",,"=""0374480095""","=""9780374480097""",4,3.90,"Farrar, Straus and Giroux (BYR)",Paperback,148,1985,1975,,2010/10/22,,,read,,,,1,0
8852,Macbeth,William Shakespeare,"Shakespeare, William","Barbara A. Mowat, Paul Werstine","=""0743477103""","=""9780743477109""",4,3.90,Simon & Schuster,Mass Market Paperback,249,2013,1623,,2013/12/31,,,read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",4,3.88,Penguin Books,Paperback,107,2002,1937,,2013/12/31,,,read,,,,1,0
215541,"The Reality Bug (Pendragon, #4)",D.J. MacHale,"MacHale, D.J.",,"=""0743437349""","=""9780743437349""",5,4.16,Aladdin Paperbacks,Paperback,375,2003,2003,,2013/12/31,,,read,,,,1,0
536982,"The Never War (Pendragon, #3)",D.J. MacHale,"MacHale, D.J.",William Dufris,"=""1597372552""","=""9781597372558""",5,4.13,Brilliance Audio,MP3 CD,352,2005,2003,,2013/12/31,,,read,,,,1,0
215543,"The Lost City of Faar (Pendragon, #2)",D.J. MacHale,"MacHale, D.J.",,"=""0743437322""","=""9780743437325""",5,4.18,Aladdin Paperbacks,Paperback,384,2003,2003,,2013/12/31,,,read,,,,1,0
833710,"The Merchant of Death (Pendragon, #1)",D.J. MacHale,"MacHale, D.J.",,"=""0743437314""","=""9780743437318""",5,3.96,Aladdin Paperbacks,Paperback,375,2002,2002,,2013/12/31,,,read,,,,1,0
9571617,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,"=""1400052181""","=""9781400052189""",4,4.11,Broadway Paperbacks,Paperback,382,2011,2010,2011/10/04,2011/08/05,,,read,,,,1,0
9528186,Pretty Little Liars (TV Series),Lambert M. Surhone,"Surhone, Lambert M.",,"=""613321368X""","=""9786133213685""",5,4.46,Betascript Publishing,Paperback,286,2010,,,2012/08/09,,,read,,,,1,0
833111,Abarat,Clive Barker,"Barker, Clive",,"=""0060596376""","=""9780060596378""",0,4.10,HarperCollins,Mass Market Paperback,477,2004,2002,,2011/08/13,to-read,to-read (#23),to-read,,,,0,0
510342,Dark Matter: A Century of Speculative Fiction from the African Diaspora,Sheree Renée Thomas,"Thomas, Sheree Renée","W.E.B. Du Bois, Kalamu ya Salaam, Samuel R. Delany, Nalo Hopkinson, Akua Lezli Hope, Charles W. Chesnutt, Octavia E. Butler, Linda Addison, Charles R. Saunders, Nisi Shawl, Steven Barnes, Jewelle L. Gómez, Henry Dumas, Tony Medina, Kiini Ibura Salaam, Robert Fleming, Derrick A. Bell, Darryl A. Smith, Ama Patterson, Walter Mosley, Honorée Fanonne Jeffers, Paul D. Miller, Evie Shockley, Leone Ross, Tananarive Due, Amiri Baraka","=""0446677248""","=""9780446677240""",0,4.16,Aspect,Paperback,427,2001,2000,,2013/07/05,to-read,to-read (#72),to-read,,,,0,0
60925,Fledgling,Octavia E. Butler,"Butler, Octavia E.",,"=""0446696161""","=""9780446696166""",0,3.83,Grand Central Publishing,Paperback,310,2007,2005,,2013/07/05,to-read,to-read (#71),to-read,,,,0,0
12982393,Dare Me,Megan Abbott,"Abbott, Megan",,"=""0316097772""","=""9780316097772""",0,3.23,Reagan Arthur Books,Hardcover,290,2012,2012,,2012/08/09,to-read,to-read (#70),to-read,,,,0,0
126381,Purple Hibiscus,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""""","=""""",0,4.18,Harper Perennial,Paperback,336,2005,2003,,2012/08/09,to-read,to-read (#69),to-read,,,,0,0
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1400044162""","=""9781400044160""",0,4.33,Knopf,Hardcover,433,2006,2006,,2012/08/09,to-read,to-read (#68),to-read,,,,0,0
31426,The Collected Poems,Sylvia Plath,"Plath, Sylvia",,"=""0808595040""","=""9780808595045""",0,4.22,Turtleback,School & Library Binding,349,1981,1981,,2012/08/09,to-read,to-read (#67),to-read,,,,0,0
98573,"Harold and the Purple Crayon (Harold, #1)",Crockett Johnson,"Johnson, Crockett",,"=""0747532036""","=""9780747532033""",4,4.28,Bloomsbury,Hardcover,64,1996,1955,,2012/08/09,,,read,,,,1,0
13145,"Along Came a Spider (Alex Cross, #1)",James Patterson,"Patterson, James",,"=""0446692638""","=""9780446692632""",0,4.13,Grand Central Publishing,Paperback,449,2003,1993,,2012/08/09,to-read,to-read (#66),to-read,,,,0,0
149267,The Stand,Stephen King,"King, Stephen",Bernie Wrightson,"=""""","=""""",0,4.35,Doubleday Books,Hardcover,1152,1990,1978,,2012/08/09,to-read,to-read (#65),to-read,,,,0,0
28676,American Psycho,Bret Easton Ellis,"Ellis, Bret Easton",,"=""0679735771""","=""9780679735779""",0,3.81,Vintage Contemporaries / Random House,Paperback,399,1991,1991,,2012/08/09,to-read,to-read (#64),to-read,,,,0,0
17245,Dracula,Bram Stoker,"Stoker, Bram","Rubén Toledo, Nina Auerbach, David J. Skal","=""0393970124""","=""9780393970128""",0,4.01,Norton,Paperback,488,1986,1897,,2012/08/09,to-read,to-read (#63),to-read,,,,0,0
67035,"Relic (Pendergast, #1)",Douglas Preston,"Preston, Douglas",Lincoln Child,"=""0765354942""","=""9780765354945""",0,4.05,Tor Books,Mass Market Paperback,480,2005,1995,,2012/08/09,to-read,to-read (#62),to-read,,,,0,0
11588,"The Shining (The Shining, #1)",Stephen King,"King, Stephen",,"=""0450040186""","=""9780450040184""",0,4.26,New English Library (Hodder & Stoughton) ,Paperback,497,1980,1977,,2012/08/09,to-read,to-read (#61),to-read,,,,0,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",0,4.12,Random House: Modern Library,Paperback,272,2004,1890,,2012/08/09,to-read,to-read (#60),to-read,,,,0,0
18490,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",,"=""0141439475""","=""9780141439471""",0,3.86,Penguin,Paperback,273,2003,1818,,2012/08/09,to-read,to-read (#59),to-read,,,,0,0
23807,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,"Harris, Thomas",,"=""""","=""""",0,4.24,Arrow Books,Paperback,421,2002,1988,,2012/08/09,to-read,to-read (#58),to-read,,,,0,0
12873,Rebecca,Daphne du Maurier,"Maurier, Daphne du",Sally Beauman,"=""1844080382""","=""9781844080380""",0,4.24,HACHETTE,Paperback,428,2003,1938,,2012/08/09,to-read,to-read (#57),to-read,,,,0,0
4395,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",,"=""""","=""""",0,4.00,Penguin Books,Paperback,455,2002,1939,,2012/08/09,to-read,to-read (#56),to-read,,,,0,0
386,Another Bullshit Night in Suck City,Nick Flynn,"Flynn, Nick",,"=""0393329402""","=""9780393329407""",0,3.80,W. W. Norton & Company,Paperback,347,2005,2004,,2012/08/09,to-read,to-read (#55),to-read,,,,0,0
248596,Something Wicked This Way Comes,Ray Bradbury,"Bradbury, Ray",,"=""0380729407""","=""9780380729401""",0,3.91,Harper Voyager,Mass Market Paperback,293,1998,1962,,2012/08/09,to-read,to-read (#54),to-read,,,,0,0
234225,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""0340839937""","=""9780340839935""",0,4.26,Hodder,Paperback,604,2006,1965,,2012/08/09,to-read,to-read (#53),to-read,,,,0,0
375802,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",0,4.31,Tor,Mass Market Paperback,324,2004,1985,,2012/08/09,to-read,to-read (#52),to-read,,,,0,0
7082,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",,"=""""","=""""",0,4.09,Del Rey / Ballantine Books,Paperback,244,1996,1968,,2012/08/09,to-read,to-read (#51),to-read,,,,0,0
184419,The Man Who Was Thursday: A Nightmare,G.K. Chesterton,"Chesterton, G.K.","Jonathan Lethem, José Laurênio de Mello","=""0375757910""","=""9780375757914""",0,3.83,Modern Library,Paperback,182,2001,1908,,2012/08/09,to-read,to-read (#50),to-read,,,,0,0
76740,The Demolished Man,Alfred Bester,"Bester, Alfred",,"=""""","=""""",0,3.97,Millennium,Paperback,250,1999,1953,,2012/05/13,to-read,to-read (#49),to-read,,,,0,0
